OrderID,OrderDate,CustomerID,ProductID,Quantity,Discount,CostPrice,SellingPrice,SalesAmount,Profit
ORD7939,2025-12-17,CUST1020,PROD2029,5,0.25,244.76,296.15959999999995,1110.5984999999998,192.74849999999986
ORD7940,2025-04-03,CUST1038,PROD2036,2,0.02,664.64,957.0816,1875.8799359999998,573.185536
ORD7941,2023-01-24,CUST1027,PROD2023,2,0.23,224.48,278.35519999999997,428.66700799999995,82.96780799999996
ORD7942,2024-08-15,CUST1060,PROD2023,6,0.03,224.48,264.8864,1541.6388479999998,235.16524799999993
ORD7943,2025-08-22,CUST1078,PROD2008,8,0.28,607.17,850.0379999999999,4896.218879999999,1398.9196799999995
ORD7944,2023-04-26,CUST1013,PROD2018,8,0.25,212.34,312.1398,1872.8388,598.7987999999998
ORD7945,2023-09-18,CUST1044,PROD2041,4,0.05,100.51,133.6783,507.97754,126.03954
ORD7946,2022-06-03,CUST1017,PROD2021,2,0.16,462.61,601.393,1010.34024,233.15544000000003
ORD7947,2025-05-26,CUST1060,PROD2040,9,0.01,508.87,569.9344000000001,5078.115504000001,544.0838040000008
ORD7948,2024-03-04,CUST1014,PROD2032,8,0.18,262.85,333.81950000000006,2189.8559200000004,465.5599200000003
ORD7949,2022-01-12,CUST1094,PROD2043,6,0.01,301.26,355.48679999999996,2111.5915919999998,322.1071919999998
ORD7950,2023-02-16,CUST1008,PROD2002,2,0.22,112.22,154.8636,241.58721599999998,66.52401599999999
ORD7951,2022-03-04,CUST1076,PROD2027,9,0.19,941.89,1139.6869,8308.317501000001,1441.9394009999996
ORD7952,2022-10-11,CUST1065,PROD2027,8,0.15,941.89,1393.9972,9479.18096,3074.3289600000003
ORD7953,2024-09-15,CUST1097,PROD2047,9,0.16,291.98,373.73440000000005,2825.4320640000005,618.0632640000002
ORD7954,2025-03-28,CUST1030,PROD2009,8,0.03,886.2,1045.716,8114.756159999999,1237.8441599999987
ORD7955,2025-01-27,CUST1025,PROD2024,9,0.07,968.94,1443.7206,12083.941422,3973.913622
ORD7956,2025-07-17,CUST1026,PROD2016,6,0.16,178.28,219.2844,1105.193376,206.66217600000002
ORD7957,2022-05-27,CUST1058,PROD2036,7,0.06,664.64,784.2751999999999,5160.5308159999995,787.1996159999995
ORD7958,2024-11-03,CUST1034,PROD2017,8,0.24,604.3,700.9879999999999,4262.0070399999995,587.86304
ORD7959,2022-12-25,CUST1014,PROD2025,1,0.26,667.43,860.9847,637.1286779999999,143.230478
ORD7960,2022-09-25,CUST1012,PROD2023,4,0.27,224.48,251.41760000000002,734.139392,78.65779200000009
ORD7961,2022-05-07,CUST1050,PROD2042,1,0.08,571.71,720.3546,662.726232,136.753032
ORD7962,2022-11-13,CUST1024,PROD2036,3,0.14,664.64,903.9104000000001,2332.088832,617.3176320000002
ORD7963,2024-12-01,CUST1046,PROD2019,6,0.09,126.81,183.8745,1003.95477,311.5721700000001
ORD7964,2022-12-06,CUST1025,PROD2006,4,0.08,823.36,1119.7696,4120.752128,1090.7873280000003
ORD7965,2023-06-06,CUST1029,PROD2000,7,0.21,173.49,232.47660000000002,1285.595598,326.19589800000006
ORD7966,2022-03-08,CUST1077,PROD2045,7,0.29,774.06,1068.2027999999998,5308.967915999999,1461.8897159999995
ORD7967,2023-06-19,CUST1080,PROD2005,2,0.27,922.45,1143.838,1670.0034799999999,323.22647999999987
ORD7968,2023-03-03,CUST1095,PROD2032,1,0.26,262.85,344.3335000000001,254.80679000000006,60.297790000000035
ORD7969,2025-10-23,CUST1051,PROD2006,9,0.12,823.36,946.8639999999999,7499.16288,978.1516799999993
ORD7970,2023-05-15,CUST1001,PROD2043,5,0.3,301.26,355.48679999999996,1244.2037999999998,189.7937999999999
ORD7971,2022-04-22,CUST1043,PROD2040,4,0.23,508.87,564.8457000000001,1739.7247560000003,172.40515600000023
ORD7972,2023-02-28,CUST1051,PROD2003,6,0.18,338.67,443.65770000000003,2182.7958840000006,516.5394840000001
ORD7973,2023-07-13,CUST1034,PROD2041,3,0.19,100.51,126.6426,307.741518,63.502218
ORD7974,2025-05-26,CUST1079,PROD2011,3,0.08,152.78,212.36419999999998,586.125192,164.45239199999995
ORD7975,2025-07-27,CUST1078,PROD2022,9,0.08,754.42,844.9504000000001,6996.189312,749.5917120000008
ORD7976,2023-04-24,CUST1082,PROD2006,3,0.25,823.36,963.3312,2167.4952,314.9351999999999
ORD7977,2025-06-20,CUST1033,PROD2030,3,0.24,895.43,1029.7444999999998,2347.8174599999998,306.23705999999964
ORD7978,2022-07-24,CUST1017,PROD2034,6,0.02,672.32,954.6944,5613.603072,1660.3614719999996
ORD7979,2023-02-11,CUST1050,PROD2001,5,0.08,687.8,818.4819999999999,3765.0172,601.1371999999996
ORD7980,2025-10-22,CUST1095,PROD2032,6,0.26,262.85,365.3615,1622.2050599999998,455.1510599999998
ORD7981,2022-06-24,CUST1007,PROD2007,8,0.13,187.63,273.9398,1906.6210079999998,600.7162079999999
ORD7982,2022-04-06,CUST1094,PROD2022,4,0.15,754.42,1071.2764,3642.33976,1077.31176
ORD7983,2024-04-20,CUST1023,PROD2028,8,0.03,689.03,799.2747999999999,6202.372447999999,855.4996479999995
ORD7984,2025-07-16,CUST1032,PROD2026,6,0.15,191.81,234.0082,1193.44182,215.21081999999993
ORD7985,2023-02-03,CUST1091,PROD2037,7,0.23,624.76,749.712,4040.94768,673.49128
ORD7986,2023-02-08,CUST1089,PROD2019,6,0.21,126.81,149.6358,709.273692,108.19429199999995
ORD7987,2023-12-09,CUST1078,PROD2007,1,0.19,187.63,264.5583,214.292223,62.311922999999986
ORD7988,2023-02-23,CUST1025,PROD2031,4,0.14,277.75,386.0725,1328.0893999999998,372.6294
ORD7989,2024-12-05,CUST1077,PROD2012,6,0.25,117.79,131.92480000000003,593.6616000000001,63.60660000000012
ORD7990,2025-10-17,CUST1003,PROD2044,8,0.14,325.33,484.7417,3335.022896,1096.752496
ORD7991,2024-01-06,CUST1056,PROD2017,1,0.29,604.3,761.4179999999999,540.6067799999998,111.55377999999995
ORD7992,2023-07-06,CUST1098,PROD2012,7,0.03,117.79,173.1513,1175.6973269999999,375.9032269999999
ORD7993,2024-12-14,CUST1033,PROD2015,6,0.02,992.43,1359.6291,7994.619108000001,2159.1307080000006
ORD7994,2022-09-03,CUST1064,PROD2006,7,0.06,823.36,1119.7696,7368.083968000001,1950.3751680000005
ORD7995,2025-12-20,CUST1069,PROD2026,1,0.2,191.81,220.58149999999998,176.46519999999998,23.01719999999998
ORD7996,2023-07-09,CUST1009,PROD2043,5,0.03,301.26,334.39860000000004,1621.83321,160.72221000000025
ORD7997,2023-01-02,CUST1068,PROD2024,6,0.1,968.94,1075.5234000000003,5807.826360000002,575.5503600000012
ORD7998,2025-09-14,CUST1090,PROD2027,4,0.0,941.89,1224.457,4897.828,1130.2680000000005
ORD7999,2023-05-21,CUST1075,PROD2007,5,0.04,187.63,236.4138,1134.78624,234.16224000000005
ORD8000,2023-03-22,CUST1039,PROD2021,9,0.05,462.61,615.2713,5260.569615,1305.2541149999997
ORD8001,2025-11-10,CUST1014,PROD2041,3,0.27,100.51,118.6018,259.737942,39.62104199999998
ORD8002,2024-01-19,CUST1028,PROD2005,2,0.19,922.45,1097.7155,1778.2991100000002,283.93010999999996
ORD8003,2022-09-29,CUST1065,PROD2030,1,0.06,895.43,1074.5159999999998,1010.0450399999997,168.3408399999999
ORD8004,2024-03-27,CUST1081,PROD2011,5,0.01,152.78,178.7526,884.82537,128.56437
ORD8005,2025-07-11,CUST1004,PROD2028,8,0.29,689.03,916.4099,5205.208232,1291.517832
ORD8006,2022-05-05,CUST1002,PROD2005,7,0.19,922.45,1143.838,6485.561460000001,1255.2699599999996
ORD8007,2023-06-09,CUST1008,PROD2040,2,0.02,508.87,630.9988,1236.7576479999998,239.3724479999999
ORD8008,2022-07-27,CUST1020,PROD2044,6,0.1,325.33,465.22189999999995,2512.1982599999997,755.4162599999999
ORD8009,2022-10-09,CUST1017,PROD2026,7,0.09,191.81,270.4521,1722.779877,500.95017699999977
ORD8010,2022-12-14,CUST1020,PROD2016,3,0.03,178.28,262.0716,762.6283559999999,243.83355599999996
ORD8011,2022-01-26,CUST1083,PROD2012,8,0.18,117.79,155.48280000000003,1019.9671680000002,247.26476800000015
ORD8012,2022-05-11,CUST1081,PROD2037,4,0.02,624.76,774.7024,3036.833408,587.774208
ORD8013,2025-02-09,CUST1059,PROD2015,4,0.14,992.43,1101.5973000000001,3789.4947120000006,375.5355120000006
ORD8014,2023-07-24,CUST1077,PROD2043,4,0.27,301.26,397.6632,1161.176544,281.49734400000006
ORD8015,2024-10-21,CUST1097,PROD2041,2,0.0,100.51,140.714,281.428,80.40799999999999
ORD8016,2022-05-28,CUST1068,PROD2023,5,0.03,224.48,309.78239999999994,1502.4446399999997,413.7166399999997
ORD8017,2024-10-07,CUST1019,PROD2008,5,0.27,607.17,892.5398999999999,3257.770635,1041.6001349999997
ORD8018,2025-09-05,CUST1067,PROD2046,3,0.16,428.69,480.13280000000003,1209.934656,129.63585600000008
ORD8019,2024-02-27,CUST1024,PROD2010,3,0.09,406.42,451.12620000000004,1231.574526,122.04792600000007
ORD8020,2025-01-24,CUST1040,PROD2046,8,0.11,428.69,574.4446,4090.0455520000005,1037.7727520000003
ORD8021,2025-11-22,CUST1020,PROD2010,8,0.19,406.42,508.02500000000003,3292.0020000000004,658.4004000000002
ORD8022,2025-09-02,CUST1092,PROD2042,8,0.26,571.71,788.9598,4670.642016,1286.1188159999997
ORD8023,2025-12-28,CUST1077,PROD2023,4,0.03,224.48,303.048,1175.8262399999999,304.84384000000006
ORD8024,2022-02-20,CUST1021,PROD2001,9,0.16,687.8,818.4819999999999,6187.7239199999985,987.9559199999991
ORD8025,2025-07-01,CUST1035,PROD2004,5,0.29,908.21,1262.4119,4481.562245,1257.416745
ORD8026,2025-09-20,CUST1038,PROD2024,8,0.21,968.94,1094.9022,6919.781904,796.0811039999996
ORD8027,2023-12-22,CUST1054,PROD2029,2,0.15,244.76,274.13120000000004,466.02304000000004,49.931040000000074
ORD8028,2025-09-06,CUST1019,PROD2037,7,0.24,624.76,824.6832,4387.314624,1063.5914240000002
ORD8029,2022-02-22,CUST1018,PROD2041,2,0.06,100.51,133.6783,251.315204,62.356404
ORD8030,2024-04-09,CUST1055,PROD2028,7,0.09,689.03,992.2031999999999,6320.334384,1931.2132839999995
ORD8031,2022-01-21,CUST1010,PROD2029,8,0.19,244.76,293.712,1903.25376,317.20896
ORD8032,2024-04-03,CUST1005,PROD2024,1,0.05,968.94,1143.3492,1086.18174,165.68874000000005
ORD8033,2024-12-19,CUST1071,PROD2044,9,0.06,325.33,422.929,3577.97934,825.6875399999998
ORD8034,2023-11-23,CUST1041,PROD2027,7,0.3,941.89,1073.7546,5261.397539999999,646.13654
ORD8035,2022-08-18,CUST1099,PROD2026,6,0.11,191.81,251.27110000000002,1341.7876740000002,317.5222740000001
ORD8036,2025-02-01,CUST1072,PROD2014,8,0.1,477.42,682.7106,4915.51632,1478.09232
ORD8037,2022-11-21,CUST1048,PROD2013,1,0.09,874.42,1023.0713999999999,930.994974,135.27277399999997
ORD8038,2024-11-13,CUST1009,PROD2015,6,0.09,992.43,1230.6132,6719.148072000001,1300.4802720000002
ORD8039,2022-05-20,CUST1000,PROD2038,1,0.15,324.02,408.2652,347.02542,71.60842000000001
ORD8040,2024-11-06,CUST1005,PROD2012,4,0.19,117.79,140.1701,454.151124,72.51152399999995
ORD8041,2023-07-09,CUST1074,PROD2016,4,0.29,178.28,219.2844,622.767696,116.45249600000001
ORD8042,2024-03-13,CUST1094,PROD2041,9,0.19,100.51,114.5814,835.2984060000001,102.58050599999999
ORD8043,2022-05-31,CUST1037,PROD2029,8,0.08,244.76,337.76879999999994,2485.9783679999996,684.5447679999996
ORD8044,2022-01-20,CUST1044,PROD2003,6,0.01,338.67,423.33750000000003,2514.62475,502.9249500000001
ORD8045,2023-02-10,CUST1060,PROD2025,1,0.0,667.43,767.5444999999999,767.5444999999999,100.11449999999991
ORD8046,2025-06-22,CUST1001,PROD2019,3,0.26,126.81,190.215,422.27729999999997,140.7591
ORD8047,2024-12-03,CUST1024,PROD2044,9,0.1,325.33,383.88939999999997,3109.50414,474.3311399999999
ORD8048,2023-10-17,CUST1024,PROD2039,3,0.05,813.79,1171.8575999999998,3339.7941599999995,1020.4926599999995
ORD8049,2023-01-15,CUST1064,PROD2031,2,0.23,277.75,391.6275,603.10635,175.37135
ORD8050,2022-02-17,CUST1030,PROD2014,8,0.26,477.42,673.1622,3985.120224,1158.7938239999999
ORD8051,2023-07-23,CUST1007,PROD2026,7,0.04,191.81,230.172,1546.7558399999998,257.79264
ORD8052,2023-02-23,CUST1087,PROD2042,5,0.26,571.71,714.6375,2644.15875,528.83175
ORD8053,2022-10-11,CUST1017,PROD2047,6,0.24,291.98,379.574,1730.85744,399.42864
ORD8054,2025-08-20,CUST1080,PROD2018,6,0.19,212.34,259.0548,1259.0063280000002,227.033928
ORD8055,2024-08-14,CUST1005,PROD2016,3,0.23,178.28,205.022,473.60082000000006,61.77401999999998
ORD8056,2022-02-23,CUST1030,PROD2030,9,0.03,895.43,1181.9676,10318.577147999998,2501.4732480000002
ORD8057,2024-05-24,CUST1017,PROD2035,5,0.05,422.36,477.2668,2267.0172999999995,260.8072999999999
ORD8058,2025-01-10,CUST1085,PROD2025,2,0.3,667.43,820.9388999999999,1149.3144599999998,214.9124599999999
ORD8059,2023-12-18,CUST1050,PROD2031,8,0.16,277.75,305.52500000000003,2053.128,186.64800000000022
ORD8060,2025-09-10,CUST1038,PROD2034,9,0.23,672.32,947.9712000000001,6569.440416000001,1910.2628160000004
ORD8061,2025-01-27,CUST1085,PROD2006,4,0.24,823.36,988.0319999999999,3003.61728,500.60287999999974
ORD8062,2025-03-05,CUST1029,PROD2003,1,0.09,338.67,436.88430000000005,397.56471300000004,89.37501300000004
ORD8063,2023-10-28,CUST1073,PROD2023,6,0.16,224.48,312.02719999999994,1572.6170879999995,441.23788799999966
ORD8064,2025-02-16,CUST1023,PROD2036,1,0.04,664.64,990.3136,950.7010559999999,312.64665599999995
ORD8065,2024-09-26,CUST1005,PROD2014,5,0.19,477.42,697.0332,2822.98446,889.4334599999999
ORD8066,2022-01-22,CUST1056,PROD2041,4,0.17,100.51,139.7089,463.83354799999995,130.140348
ORD8067,2023-08-23,CUST1088,PROD2049,6,0.11,779.77,959.1170999999999,5121.685313999999,957.7135139999998
ORD8068,2023-05-04,CUST1048,PROD2018,4,0.11,212.34,293.0292,1043.183952,287.253552
ORD8069,2022-03-13,CUST1047,PROD2034,4,0.17,672.32,961.4176,3191.9064319999998,959.8040319999998
ORD8070,2022-08-23,CUST1076,PROD2036,5,0.12,664.64,910.5568000000001,4006.4499200000005,1082.0339200000003
ORD8071,2022-09-25,CUST1085,PROD2037,2,0.05,624.76,693.4836,1317.61884,130.57484000000005
ORD8072,2022-04-16,CUST1013,PROD2004,6,0.12,908.21,1235.1656,6521.674368,1726.325568
ORD8073,2023-05-26,CUST1081,PROD2037,5,0.08,624.76,793.4452,3649.84792,775.9519200000001
ORD8074,2022-11-20,CUST1049,PROD2008,9,0.08,607.17,740.7474,6133.388472000001,1106.0208720000003
ORD8075,2024-05-02,CUST1081,PROD2017,4,0.09,604.3,767.4609999999999,2793.55804,593.9060399999998
ORD8076,2023-05-15,CUST1085,PROD2019,3,0.1,126.81,176.2659,475.91792999999996,133.53092999999996
ORD8077,2023-03-14,CUST1029,PROD2017,7,0.21,604.3,785.5899999999999,4344.3126999999995,1002.5336999999998
ORD8078,2024-04-28,CUST1077,PROD2032,9,0.1,262.85,346.96200000000005,2810.3922000000002,681.3072000000003
ORD8079,2025-12-21,CUST1086,PROD2049,8,0.07,779.77,998.1056,7425.905663999999,1624.4168639999998
ORD8080,2023-09-14,CUST1044,PROD2028,3,0.14,689.03,868.1777999999999,2239.8987239999997,462.2013239999999
ORD8081,2025-06-12,CUST1020,PROD2037,4,0.03,624.76,912.1496,3539.1404479999997,1115.0716479999999
ORD8082,2023-11-24,CUST1061,PROD2026,5,0.2,191.81,253.18920000000003,1012.7568000000001,245.5168000000001
ORD8083,2023-02-12,CUST1082,PROD2008,5,0.12,607.17,777.1776,3419.58144,748.0334400000002
ORD8084,2025-12-20,CUST1053,PROD2013,5,0.15,874.42,961.8620000000001,4087.9135,371.6285000000005
ORD8085,2022-10-18,CUST1016,PROD2027,8,0.21,941.89,1262.1326000000001,7976.678032000002,2023.933232000001
ORD8086,2025-08-07,CUST1002,PROD2019,3,0.27,126.81,143.2953,313.816707,36.10280699999999
ORD8087,2024-03-16,CUST1056,PROD2046,3,0.14,428.69,625.8874,1614.7894919999997,508.76929199999984
ORD8088,2022-05-10,CUST1001,PROD2035,1,0.0,422.36,599.7512,599.7512,177.39120000000003
ORD8089,2022-04-05,CUST1013,PROD2031,3,0.17,277.75,366.63,912.9086999999998,221.31119999999999
ORD8090,2024-12-28,CUST1039,PROD2007,9,0.27,187.63,258.9294,1701.1661579999998,468.4370579999999
ORD8091,2024-05-29,CUST1005,PROD2009,6,0.1,886.2,1284.99,6938.946000000001,2153.466
ORD8092,2025-04-27,CUST1044,PROD2016,8,0.1,178.28,246.0264,1771.39008,487.77407999999997
ORD8093,2025-11-01,CUST1003,PROD2001,3,0.12,687.8,756.58,1997.3712000000003,181.57920000000024
ORD8094,2022-12-03,CUST1032,PROD2011,8,0.06,152.78,218.47539999999998,1642.9350079999997,494.0294079999998
ORD8095,2025-06-02,CUST1032,PROD2042,1,0.01,571.71,766.0914000000001,758.4304860000001,192.4375860000001
ORD8096,2022-08-13,CUST1011,PROD2032,5,0.23,262.85,333.81950000000006,1285.2050750000003,273.23257500000017
ORD8097,2025-02-04,CUST1009,PROD2042,6,0.14,571.71,737.5059000000001,3805.5304440000004,855.5068440000003
ORD8098,2025-05-30,CUST1044,PROD2017,3,0.18,604.3,821.848,2021.7460800000001,535.16808
ORD8099,2022-02-20,CUST1024,PROD2045,8,0.26,774.06,928.8719999999998,5498.922239999999,916.4870399999994
ORD8100,2022-03-19,CUST1050,PROD2035,5,0.28,422.36,523.7264,1885.4150399999999,364.91904
ORD8101,2023-01-31,CUST1014,PROD2024,2,0.24,968.94,1298.3796000000002,1973.5369920000003,500.74819200000024
ORD8102,2022-01-05,CUST1028,PROD2009,5,0.01,886.2,1214.094,6009.7653,1623.0753
ORD8103,2024-06-15,CUST1086,PROD2013,1,0.19,874.42,1049.3039999999999,849.93624,141.65603999999993
ORD8104,2022-04-20,CUST1081,PROD2048,6,0.04,989.6,1118.2479999999998,6441.108479999999,741.0124799999988
ORD8105,2025-07-24,CUST1081,PROD2029,9,0.08,244.76,359.7972,2979.120816,952.5080159999999
ORD8106,2023-11-10,CUST1010,PROD2045,5,0.1,774.06,1130.1275999999998,5085.574199999999,1602.3041999999994
ORD8107,2022-01-06,CUST1024,PROD2007,4,0.08,187.63,225.15599999999998,828.57408,138.09567999999993
ORD8108,2024-11-12,CUST1029,PROD2029,9,0.08,244.76,271.6836,2249.540208,222.92740800000018
ORD8109,2024-05-24,CUST1077,PROD2023,3,0.08,224.48,280.59999999999997,774.456,154.89119999999994
ORD8110,2022-07-23,CUST1053,PROD2017,1,0.11,604.3,833.9339999999999,742.2012599999999,204.3742599999999
ORD8111,2023-02-11,CUST1095,PROD2001,8,0.11,687.8,942.2860000000001,6709.07632,1811.9403200000008
ORD8112,2025-11-05,CUST1080,PROD2019,1,0.13,126.81,143.2953,124.666911,14.342210999999995
ORD8113,2022-09-16,CUST1040,PROD2011,3,0.2,152.78,198.614,476.6736,110.00160000000001
ORD8114,2024-05-30,CUST1048,PROD2036,5,0.23,664.64,877.3248,3377.70048,818.83648
ORD8115,2024-06-07,CUST1063,PROD2040,2,0.0,508.87,702.2406,1404.4812,386.74119999999994
ORD8116,2025-07-05,CUST1050,PROD2007,5,0.13,187.63,238.2901,1036.561935,220.371435
ORD8117,2024-04-30,CUST1084,PROD2049,5,0.28,779.77,1146.2619,4126.542839999999,1319.3708399999998
ORD8118,2022-06-17,CUST1071,PROD2031,3,0.19,277.75,319.41249999999997,776.172375,101.23987499999993
ORD8119,2025-01-01,CUST1017,PROD2030,3,0.0,895.43,1226.7391,3680.2173000000003,993.9273000000002
ORD8120,2025-07-11,CUST1028,PROD2039,8,0.18,813.79,1196.2712999999999,7847.539728,2509.077328
ORD8121,2023-03-09,CUST1006,PROD2010,7,0.09,406.42,548.667,3495.0087900000003,906.1133900000001
ORD8122,2023-10-03,CUST1015,PROD2047,5,0.0,291.98,338.6968,1693.484,233.5839999999999
ORD8123,2023-06-11,CUST1099,PROD2049,3,0.12,779.77,1169.655,3087.8892,1029.2964
ORD8124,2022-01-30,CUST1066,PROD2002,1,0.06,112.22,153.7414,144.51691599999998,39.030116
ORD8125,2025-06-18,CUST1063,PROD2035,3,0.17,422.36,502.6084,1251.4949159999999,199.818516
ORD8126,2024-07-11,CUST1004,PROD2000,7,0.12,173.49,249.8256,1538.925696,470.227296
ORD8127,2025-11-25,CUST1033,PROD2049,5,0.21,779.77,982.5101999999999,3880.91529,800.8237899999999
ORD8128,2024-01-05,CUST1067,PROD2002,1,0.25,112.22,168.32999999999998,126.24749999999999,42.08249999999999
ORD8129,2023-10-18,CUST1080,PROD2006,9,0.04,823.36,1095.0688,9461.394432000001,2347.5640319999998
ORD8130,2023-01-22,CUST1010,PROD2030,1,0.13,895.43,1056.6073999999999,919.2484379999999,140.22433799999993
ORD8131,2025-08-17,CUST1013,PROD2048,8,0.19,989.6,1444.816,9362.40768,2949.79968
ORD8132,2022-10-06,CUST1003,PROD2012,2,0.28,117.79,174.32920000000001,251.034048,81.416448
ORD8133,2025-03-19,CUST1011,PROD2005,3,0.28,922.45,1199.1850000000002,2590.2396000000003,597.7476000000003
ORD8134,2024-09-25,CUST1019,PROD2025,1,0.2,667.43,794.2416999999999,635.39336,101.44935999999998
ORD8135,2023-03-18,CUST1031,PROD2047,8,0.26,291.98,327.0176000000001,1935.9441920000004,207.42259200000032
ORD8136,2025-06-24,CUST1081,PROD2011,1,0.16,152.78,198.614,166.83576,38.50056
ORD8137,2024-12-17,CUST1019,PROD2037,2,0.09,624.76,893.4068,1626.000376,488.93717599999997
ORD8138,2023-05-06,CUST1046,PROD2008,6,0.04,607.17,795.3927,4581.461952,1084.1627520000002
ORD8139,2025-03-27,CUST1031,PROD2045,2,0.09,774.06,874.6877999999998,1591.9317959999996,183.14259599999977
ORD8140,2025-06-08,CUST1056,PROD2040,1,0.24,508.87,666.6197000000001,506.63097200000004,119.88977200000006
ORD8141,2022-11-29,CUST1010,PROD2027,1,0.2,941.89,1205.6192,964.4953600000001,210.9833600000001
ORD8142,2025-10-26,CUST1006,PROD2012,9,0.27,117.79,153.127,1006.04439,232.16409000000002
ORD8143,2022-09-11,CUST1000,PROD2033,5,0.28,508.96,600.5727999999999,2162.0620799999997,329.8060799999998
ORD8144,2025-07-30,CUST1024,PROD2011,2,0.03,152.78,180.2804,349.743976,53.35077599999997
ORD8145,2025-03-28,CUST1005,PROD2013,3,0.09,874.42,1154.2344,3151.059912,763.8933120000003
ORD8146,2025-06-22,CUST1024,PROD2016,4,0.02,178.28,231.764,908.5148800000001,209.65728000000004
ORD8147,2022-11-04,CUST1068,PROD2023,4,0.01,224.48,260.3968,1031.171328,142.230528
ORD8148,2023-06-19,CUST1076,PROD2025,6,0.02,667.43,934.4019999999998,5494.283759999998,1569.7953599999992
ORD8149,2023-06-14,CUST1019,PROD2029,5,0.04,244.76,293.712,1409.8175999999999,234.96959999999999
ORD8150,2023-04-28,CUST1071,PROD2009,9,0.16,886.2,1258.404,9513.53424,2813.8622399999995
ORD8151,2023-12-23,CUST1029,PROD2045,9,0.17,774.06,975.3155999999999,7285.607531999999,1503.3793319999995
ORD8152,2023-07-10,CUST1077,PROD2024,4,0.17,968.94,1201.4856,3988.9321919999998,772.0513919999997
ORD8153,2023-09-07,CUST1068,PROD2045,7,0.25,774.06,1029.4998,5404.873950000001,1341.0589500000006
ORD8154,2024-09-25,CUST1044,PROD2001,8,0.17,687.8,976.6759999999999,6485.128639999999,1918.1366399999997
ORD8155,2025-07-07,CUST1012,PROD2046,9,0.05,428.69,480.13280000000003,4105.13544,439.8359400000003
ORD8156,2023-10-22,CUST1089,PROD2011,9,0.12,152.78,198.614,1573.02288,363.00528
ORD8157,2024-05-08,CUST1004,PROD2030,8,0.03,895.43,1298.3735,10075.378359999999,3126.84156
ORD8158,2024-05-12,CUST1043,PROD2048,5,0.04,989.6,1237.0,5937.599999999999,1187.52
ORD8159,2025-08-28,CUST1095,PROD2026,8,0.3,191.81,281.9607,1578.9799199999998,504.8439199999998
ORD8160,2023-07-15,CUST1029,PROD2038,2,0.17,324.02,375.86319999999995,623.9329119999999,86.05971199999995
ORD8161,2022-12-30,CUST1083,PROD2008,4,0.2,607.17,856.1096999999999,2739.55104,796.6070399999998
ORD8162,2024-01-24,CUST1004,PROD2000,6,0.21,173.49,230.74170000000004,1093.7156580000003,271.3730580000001
ORD8163,2022-11-08,CUST1063,PROD2006,4,0.06,823.36,1086.8352,4086.5003519999996,990.6667519999999
ORD8164,2025-03-19,CUST1049,PROD2048,9,0.16,989.6,1217.208,9202.092480000001,1720.7164800000005
ORD8165,2022-02-12,CUST1082,PROD2014,5,0.15,477.42,673.1622,2860.9393499999996,831.9043499999998
ORD8166,2025-07-26,CUST1077,PROD2023,5,0.11,224.48,323.2512,1438.4678399999998,439.53184
ORD8167,2025-07-21,CUST1041,PROD2023,1,0.18,224.48,312.02719999999994,255.86230399999997,71.78870399999997
ORD8168,2024-05-19,CUST1037,PROD2047,7,0.22,291.98,321.17800000000005,1753.6318800000006,159.4210800000002
ORD8169,2025-03-21,CUST1092,PROD2010,5,0.24,406.42,491.7682,1868.7191599999999,324.32315999999986
ORD8170,2023-12-26,CUST1047,PROD2036,3,0.21,664.64,744.3968000000001,1764.2204160000003,189.02361600000026
ORD8171,2025-05-19,CUST1099,PROD2020,1,0.28,235.95,327.97049999999996,236.13875999999996,66.25475999999998
ORD8172,2024-09-30,CUST1000,PROD2035,2,0.21,422.36,565.9624,894.220592,226.89179199999998
ORD8173,2023-07-02,CUST1081,PROD2021,7,0.2,462.61,670.7845,3756.3932000000004,1165.7771999999998
ORD8174,2023-07-14,CUST1076,PROD2026,5,0.11,191.81,243.5987,1084.0142150000001,230.45971500000002
ORD8175,2025-05-08,CUST1032,PROD2026,7,0.13,191.81,255.1073,1553.603457,385.48055700000003
ORD8176,2023-12-20,CUST1091,PROD2004,5,0.05,908.21,1344.1508000000001,6384.7163,2070.7188000000006
ORD8177,2022-09-03,CUST1018,PROD2044,6,0.08,325.33,409.9158,2262.735216,466.91361600000005
ORD8178,2023-02-22,CUST1085,PROD2023,6,0.22,224.48,280.59999999999997,1313.208,262.64159999999987
ORD8179,2023-04-07,CUST1054,PROD2021,3,0.09,462.61,518.1232000000001,1414.4763360000004,151.55103600000027
ORD8180,2024-03-01,CUST1030,PROD2033,3,0.04,508.96,758.3503999999999,2184.0491519999996,718.2443519999997
ORD8181,2023-11-23,CUST1063,PROD2039,7,0.23,813.79,1196.2712999999999,6447.902306999999,2061.5742069999997
ORD8182,2025-08-22,CUST1056,PROD2041,6,0.08,100.51,112.57120000000002,621.3930240000001,66.57782400000008
ORD8183,2022-07-29,CUST1026,PROD2025,5,0.17,667.43,921.0533999999999,3822.3716099999997,1052.5371099999998
ORD8184,2025-02-03,CUST1075,PROD2017,4,0.16,604.3,670.773,2253.79728,223.34928000000022
ORD8185,2025-09-21,CUST1037,PROD2009,2,0.14,886.2,1196.3700000000001,2057.7564,533.4924000000001
